customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
12348,2011-09-25 13:13:00,4,1797.24,75,2,3,4,Loyal Customers
14985,2011-05-25 14:29:00,2,296.7499999999999,198,1,2,1,Lost
13004,2011-11-28 11:27:00,18,5655.91,12,4,4,4,Champions
14560,2011-12-02 15:22:00,22,2237.7700000000013,7,4,4,4,Champions
12931,2011-11-18 12:39:00,15,42055.95999999999,22,3,4,4,Champions
13627,2011-10-11 14:20:00,5,1638.4700000000003,59,2,4,3,Loyal Customers
12551,2010-12-17 11:23:00,1,168.0,358,1,1,1,Lost
12782,2011-12-05 09:16:00,5,2330.9200000000014,5,4,4,4,Champions
14769,2011-12-07 10:24:00,8,10674.750000000007,3,4,4,4,Champions
15780,2011-06-09 12:01:00,3,475.28000000000003,184,1,3,2,At Risk
12417,2011-12-06 14:52:00,9,3649.1,3,4,4,4,Champions
17315,2011-12-08 12:15:00,38,6292.259999999996,2,4,4,4,Champions
16711,2011-12-06 16:32:00,5,1651.0299999999995,3,4,4,3,Champions
12726,2011-11-11 13:35:00,7,2609.1000000000004,28,3,4,4,Champions
15204,2010-12-17 13:49:00,1,316.58000000000004,357,1,1,2,Lost
17888,2011-11-18 13:45:00,8,726.0500000000001,21,3,4,3,Champions
17007,2011-10-20 10:47:00,6,889.9300000000001,51,3,4,3,Champions
15160,2010-12-17 14:15:00,1,158.16000000000003,357,1,1,1,Lost
14016,2011-07-01 11:29:00,4,4341.21,162,1,3,4,At Risk
13033,2010-12-17 14:23:00,1,190.54999999999998,357,1,1,1,Lost
12691,2011-11-11 16:49:00,6,1035.8,28,3,4,3,Champions
13869,2011-08-08 13:53:00,4,3104.9500000000035,123,2,3,4,Loyal Customers
14146,2011-12-01 10:18:00,5,4190.999999999999,9,4,4,4,Champions
12705,2011-11-24 13:17:00,9,6868.290000000003,15,4,4,4,Champions
16885,2011-11-24 13:40:00,3,471.50999999999965,15,4,3,2,Loyal Customers
17913,2011-10-12 10:45:00,2,411.6,59,2,2,2,Needs Attention
12668,2011-11-28 10:56:00,4,3807.150000000002,12,4,3,4,Champions
14472,2011-08-28 11:01:00,8,1936.8400000000013,104,2,4,4,Loyal Customers
17358,2011-02-09 16:57:00,2,365.84999999999985,303,1,2,2,Lost
16686,2011-10-23 13:49:00,7,3062.8299999999986,47,3,4,4,Champions
18245,2011-12-02 14:48:00,7,2567.0599999999995,7,4,4,4,Champions
17343,2010-12-19 15:07:00,1,193.63999999999996,355,1,1,1,Lost
16153,2011-10-21 10:50:00,5,1824.2300000000002,50,3,4,4,Champions
12377,2011-01-28 15:45:00,2,1628.1199999999997,315,1,2,3,Lost
14646,2011-12-08 12:12:00,74,280206.01999999984,2,4,4,4,Champions
12944,2011-11-04 11:04:00,2,604.51,36,3,2,2,New / Promising
15279,2010-12-20 10:48:00,1,290.51,355,1,1,1,Lost
14099,2011-11-23 13:53:00,11,3104.1700000000005,16,4,4,4,Champions
12721,2011-11-08 12:13:00,6,2656.130000000001,32,3,4,4,Champions
13104,2011-12-06 13:10:00,6,1098.48,3,4,4,3,Champions
14113,2011-12-06 12:18:00,4,1840.4200000000005,4,4,3,4,Champions
13027,2011-08-18 09:39:00,6,6912.0,114,2,4,4,Loyal Customers
15312,2011-09-25 13:10:00,4,924.8500000000001,75,2,3,3,Loyal Customers
17621,2011-11-18 17:11:00,3,1379.8999999999999,21,3,3,3,Champions
17090,2011-12-05 13:44:00,7,2043.950000000001,4,4,4,4,Champions
15527,2011-11-21 12:17:00,8,2429.779999999999,19,3,4,4,Champions
18097,2011-12-02 11:16:00,6,2697.7999999999997,8,4,4,4,Champions
15460,2010-12-20 16:08:00,1,216.76,354,1,1,1,Lost
15034,2011-11-24 12:11:00,8,4308.609999999999,16,4,4,4,Champions
12423,2011-12-09 10:10:00,8,1859.3100000000002,1,4,4,4,Champions
12678,2011-10-28 13:04:00,12,17628.460000000003,42,3,4,4,Champions
15208,2011-12-08 17:24:00,5,870.12,1,4,4,3,Champions
16996,2011-11-09 16:43:00,6,1456.96,30,3,4,3,Champions
17306,2011-11-29 12:14:00,19,8631.310000000003,11,4,4,4,Champions
14737,2011-12-06 10:16:00,3,1164.55,4,4,3,3,Champions
13029,2011-11-09 09:13:00,3,1247.5,31,3,3,3,Champions
16270,2010-12-21 14:26:00,1,1141.2399999999996,353,1,1,3,Lost
13487,2011-10-13 12:07:00,3,575.4000000000001,58,2,3,2,Loyal Customers
12515,2010-12-21 15:43:00,1,383.7,353,1,1,2,Lost
17400,2011-08-05 15:38:00,5,2129.9600000000023,126,2,4,4,Loyal Customers
17593,2011-12-06 10:30:00,5,3927.3399999999997,4,4,4,4,Champions
13953,2011-12-02 16:04:00,7,3515.6800000000003,7,4,4,4,Champions
14533,2011-11-15 12:05:00,7,1949.7200000000007,25,3,4,4,Champions
12734,2010-12-22 12:47:00,1,110.39999999999999,353,1,1,1,Lost
14532,2011-04-17 13:05:00,4,932.8499999999997,236,1,3,3,At Risk
12383,2011-06-08 08:02:00,5,1850.5599999999997,185,1,4,4,At Risk
15562,2010-12-23 09:55:00,1,134.55,352,1,1,1,Lost
15587,2011-10-20 13:37:00,4,913.6800000000002,50,3,3,3,Champions
13922,2010-12-23 10:38:00,1,172.24999999999997,352,1,1,1,Lost
13817,2011-11-10 17:49:00,2,382.9799999999999,29,3,2,2,New / Promising
12585,2011-04-19 13:39:00,2,2040.099999999999,234,1,2,4,Lost
13165,2011-10-24 15:05:00,2,1021.4799999999999,46,3,2,3,New / Promising
13304,2010-12-23 14:35:00,1,300.4199999999999,351,1,1,1,Lost
13313,2011-11-17 16:48:00,5,1555.3199999999993,22,3,4,3,Champions
16875,2011-10-03 13:39:00,5,2095.53,67,2,4,4,Loyal Customers
16282,2011-01-04 11:42:00,1,168.3,340,1,1,1,Lost
12957,2011-11-30 09:53:00,8,4017.5400000000027,10,4,4,4,Champions
14462,2011-10-04 15:55:00,11,2004.0200000000004,66,2,4,4,Loyal Customers
13397,2011-09-28 10:56:00,5,1544.1299999999997,73,2,4,3,Loyal Customers
13680,2011-12-08 13:47:00,4,3722.4200000000014,1,4,3,4,Champions
12483,2011-11-22 17:02:00,8,2484.980000000001,17,4,4,4,Champions
15164,2011-10-02 12:05:00,3,843.0499999999997,69,2,3,3,Loyal Customers
17457,2011-08-05 12:48:00,5,1737.6999999999998,127,2,4,4,Loyal Customers
14732,2011-12-01 14:34:00,8,2702.49,8,4,4,4,Champions
14221,2011-10-28 13:42:00,9,3432.7999999999993,42,3,4,4,Champions
14553,2011-11-20 13:20:00,5,859.27,19,3,4,3,Champions
13253,2011-07-06 10:09:00,2,1030.3999999999999,157,1,2,3,Lost
15841,2011-09-28 12:15:00,4,1224.0600000000004,73,2,3,3,Loyal Customers
16112,2011-07-19 14:28:00,4,195.74,143,1,3,1,At Risk
13629,2011-11-16 13:21:00,11,7792.36,23,3,4,4,Champions
16600,2011-12-05 16:00:00,6,813.5200000000001,4,4,4,3,Champions
15661,2011-01-26 13:56:00,2,309.8,317,1,2,2,Lost
16532,2011-11-22 11:08:00,3,6748.8,18,4,3,4,Champions
15266,2011-01-05 13:40:00,1,119.30000000000001,338,1,1,1,Lost
14653,2011-12-08 13:45:00,7,1947.5499999999997,1,4,4,4,Champions
16771,2011-11-06 13:28:00,5,2246.8100000000013,33,3,4,4,Champions
17585,2011-08-22 13:30:00,4,1133.0700000000004,109,2,3,3,Loyal Customers
15046,2011-11-30 15:50:00,15,5213.770000000001,9,4,4,4,Champions
13082,2011-08-05 16:16:00,9,3613.6300000000006,126,2,4,4,Loyal Customers
15464,2011-01-05 15:56:00,1,1048.8500000000006,338,1,1,3,Lost
18226,2011-10-26 13:36:00,11,5228.050000000004,44,3,4,4,Champions
18062,2011-06-19 14:47:00,3,720.5200000000001,173,1,3,3,At Risk
12415,2011-11-15 14:22:00,21,124914.52999999975,24,3,4,4,Champions
17368,2011-11-16 15:26:00,8,1912.6700000000008,23,3,4,4,Champions
14618,2011-11-30 13:45:00,3,553.44,9,4,3,2,Loyal Customers
14258,2011-11-30 15:27:00,9,12669.979999999996,9,4,4,4,Champions
15719,2011-11-07 12:29:00,13,5045.609999999998,33,3,4,4,Champions
13368,2011-03-28 09:59:00,2,623.4,257,1,2,2,Lost
17634,2011-11-03 13:09:00,9,2361.9700000000034,36,3,4,4,Champions
16676,2011-11-06 12:01:00,4,1592.12,34,3,3,3,Champions
18283,2011-12-06 12:02:00,16,2094.880000000003,4,4,4,4,Champions
12735,2011-01-28 13:37:00,2,779.5699999999998,315,1,2,3,Lost
13764,2011-09-30 12:03:00,3,1521.7600000000002,71,2,3,3,Loyal Customers
13656,2011-06-28 10:31:00,2,379.65000000000003,165,1,2,2,Lost
12413,2011-10-04 09:00:00,3,758.0999999999999,67,2,3,3,Loyal Customers
14312,2011-10-24 09:46:00,6,1611.5899999999995,47,3,4,3,Champions
13280,2011-08-09 13:14:00,3,814.8600000000001,122,2,3,3,Loyal Customers
15845,2011-11-22 09:42:00,8,3711.7699999999995,18,4,4,4,Champions
13187,2011-01-06 18:57:00,1,236.01999999999995,337,1,1,1,Lost
16567,2011-05-29 13:57:00,2,865.5999999999999,194,1,2,3,Lost
14828,2011-05-27 10:16:00,3,2139.76,197,1,3,4,At Risk
12530,2011-10-11 12:34:00,4,1662.2799999999993,60,2,3,4,Loyal Customers
16551,2011-09-05 09:38:00,3,922.12,96,2,3,3,Loyal Customers
16889,2011-05-29 11:05:00,3,1578.6700000000005,195,1,3,3,At Risk
16473,2011-06-28 09:10:00,3,316.11,165,1,3,2,At Risk
13750,2011-10-17 12:16:00,5,1647.2599999999998,54,2,4,3,Loyal Customers
12501,2011-01-07 12:28:00,1,2169.3899999999994,337,1,1,4,Lost
15607,2011-01-07 12:44:00,1,104.76,337,1,1,1,Lost
15139,2011-04-14 11:39:00,2,178.96000000000006,240,1,2,1,Lost
12489,2011-01-07 13:13:00,1,334.92999999999995,336,1,1,2,Lost
17707,2011-06-07 15:03:00,2,152.39999999999998,185,1,2,1,Lost
18198,2011-12-05 14:49:00,17,5425.560000000004,4,4,4,4,Champions
12484,2011-11-07 11:37:00,6,4541.720000000001,33,3,4,4,Champions
18179,2011-11-30 16:23:00,6,1793.1700000000008,9,4,4,4,Champions
17284,2011-10-10 14:38:00,6,1652.580000000002,60,2,4,3,Loyal Customers
13233,2011-09-26 13:25:00,2,605.1200000000001,74,2,2,2,Needs Attention
14889,2011-01-07 15:19:00,1,135.9,336,1,1,1,Lost
12480,2011-11-11 14:52:00,4,3281.6300000000015,28,3,3,4,Champions
14672,2011-04-19 10:19:00,2,765.55,235,1,2,3,Lost
13593,2011-08-23 13:35:00,5,2037.0800000000008,108,2,4,4,Loyal Customers
14867,2011-06-07 11:39:00,3,710.2800000000001,186,1,3,3,At Risk
13162,2011-08-09 15:59:00,4,1688.2899999999995,122,2,3,4,Loyal Customers
13183,2011-12-02 10:30:00,9,3957.7800000000016,8,4,4,4,Champions
17095,2011-11-17 12:21:00,3,1324.159999999999,23,3,3,3,Champions
12939,2011-10-06 14:33:00,8,11581.8,64,2,4,4,Loyal Customers
15611,2011-11-30 12:36:00,13,1591.4500000000003,10,4,4,3,Champions
17114,2011-12-04 12:17:00,8,808.6199999999997,6,4,4,3,Champions
15059,2011-10-30 11:35:00,9,1337.7200000000007,41,3,4,3,Champions
16326,2011-12-04 10:11:00,14,3110.9600000000046,6,4,4,4,Champions
17128,2011-01-09 12:02:00,1,157.09,335,1,1,1,Lost
14761,2011-10-12 12:10:00,2,255.90000000000003,59,2,2,1,Needs Attention
17555,2011-11-20 12:22:00,2,483.25999999999993,20,3,2,2,New / Promising
12651,2011-01-09 12:46:00,1,114.00000000000003,335,1,1,1,Lost
16735,2011-09-22 11:49:00,5,2300.559999999999,79,2,4,4,Loyal Customers
16833,2011-12-08 14:39:00,4,1106.5299999999997,1,4,3,3,Champions
17800,2011-11-02 12:57:00,9,1199.01,37,3,4,3,Champions
16748,2011-11-22 10:17:00,5,1515.8999999999992,18,4,4,3,Champions
14755,2011-11-30 11:24:00,11,5010.279999999999,10,4,4,4,Champions
16549,2011-11-29 15:06:00,10,4154.639999999994,10,4,4,4,Champions
13565,2011-11-20 14:33:00,2,240.22000000000006,19,3,2,1,New / Promising
15799,2011-09-25 12:46:00,3,884.1400000000002,76,2,3,3,Loyal Customers
18032,2011-01-09 15:32:00,1,73.5,334,1,1,1,Lost
13451,2011-11-13 15:58:00,5,2976.149999999999,26,3,4,4,Champions
14794,2011-12-07 10:11:00,7,1319.9099999999996,3,4,4,3,Champions
12539,2011-11-17 13:30:00,4,5568.349999999995,22,3,3,4,Champions
16350,2011-11-18 15:53:00,4,1116.4699999999996,21,3,3,3,Champions
12500,2011-11-16 16:20:00,11,4257.820000000001,23,3,4,4,Champions
18171,2011-10-12 09:13:00,5,1231.3099999999997,59,2,4,3,Loyal Customers
12524,2011-11-30 15:31:00,8,4485.719999999999,9,4,4,4,Champions
17811,2011-12-05 13:46:00,39,7837.72999999999,4,4,4,4,Champions
16850,2011-01-10 11:09:00,1,332.40999999999997,334,1,1,2,Lost
14321,2011-11-29 09:47:00,5,1530.749999999999,11,4,4,3,Champions
15326,2011-01-10 11:38:00,1,311.71,334,1,1,2,Lost
17849,2011-05-05 13:46:00,4,605.8,218,1,3,2,At Risk
14229,2011-10-19 10:03:00,3,1547.2,52,2,3,3,Loyal Customers
13107,2011-10-26 14:52:00,4,1531.6200000000003,44,3,3,3,Champions
16497,2011-10-21 10:55:00,6,2965.690000000001,50,3,4,4,Champions
16303,2011-11-14 10:49:00,3,5360.63,26,3,3,4,Champions
15281,2011-10-12 09:10:00,9,2332.149999999999,59,2,4,4,Loyal Customers
12736,2011-01-11 07:57:00,1,234.00000000000003,333,1,1,1,Lost
13473,2011-10-10 11:20:00,2,422.64,61,2,2,2,Needs Attention
14320,2011-05-17 09:24:00,2,477.7900000000001,207,1,2,2,Lost
12393,2011-09-28 15:41:00,4,1582.6000000000004,72,2,3,3,Loyal Customers
17742,2011-08-18 15:28:00,2,355.11,113,2,2,2,Needs Attention
16351,2011-01-11 10:26:00,1,153.9,333,1,1,1,Lost
12601,2011-06-03 10:17:00,5,577.0600000000001,190,1,4,2,At Risk
13144,2011-01-11 11:15:00,1,110.94999999999999,333,1,1,1,Lost
15346,2011-01-11 11:18:00,1,252.42000000000004,333,1,1,1,Lost
15370,2011-10-30 10:58:00,7,2386.05,41,3,4,4,Champions
12643,2011-08-03 12:56:00,6,3344.6400000000003,128,2,4,4,Loyal Customers
16034,2011-05-27 16:17:00,3,437.69999999999993,196,1,3,2,At Risk
17365,2011-11-27 12:13:00,8,4801.559999999999,13,4,4,4,Champions
15189,2011-12-08 13:22:00,41,16225.390000000009,1,4,4,4,Champions
14669,2011-04-12 11:43:00,3,1269.9900000000002,242,1,3,3,At Risk
18095,2011-01-31 12:50:00,2,580.05,313,1,2,2,Lost
15749,2011-04-18 13:20:00,3,44534.3,235,1,3,4,At Risk
15518,2011-10-06 13:05:00,8,1942.4500000000012,64,2,4,4,Loyal Customers
14209,2011-11-29 10:18:00,6,2073.4300000000003,11,4,4,4,Champions
16042,2011-11-17 17:50:00,5,1197.2700000000002,22,3,4,3,Champions
15569,2011-08-28 10:15:00,5,1375.7100000000003,104,2,4,3,Loyal Customers
12728,2011-09-29 15:31:00,4,836.3299999999999,71,2,3,3,Loyal Customers
13672,2011-02-11 13:53:00,2,186.39,301,1,2,1,Lost
17569,2011-01-11 14:15:00,1,344.13999999999993,332,1,1,2,Lost
13784,2011-11-30 09:33:00,11,2462.7899999999995,10,4,4,4,Champions
12724,2011-12-04 16:02:00,4,1031.4099999999999,5,4,3,3,Champions
13862,2011-11-21 16:24:00,8,2209.360000000001,18,4,4,4,Champions
16791,2011-11-10 19:12:00,7,1721.7800000000022,29,3,4,4,Champions
16235,2011-10-30 10:56:00,5,867.3099999999996,41,3,4,3,Champions
14270,2011-01-12 09:33:00,1,492.6499999999999,332,1,1,2,Lost
12523,2011-11-20 12:55:00,11,1789.7700000000007,19,3,4,4,Champions
16655,2011-11-22 11:25:00,6,3794.519999999997,18,4,4,4,Champions
16359,2011-12-02 17:04:00,9,1750.9199999999994,7,4,4,4,Champions
16554,2011-10-28 14:51:00,3,837.1,42,3,3,3,Champions
12359,2011-10-13 12:47:00,4,6372.580000000005,58,2,3,4,Loyal Customers
15939,2011-09-11 11:30:00,15,6115.009999999999,90,2,4,4,Loyal Customers
14587,2011-11-21 11:34:00,9,1601.1400000000008,19,3,4,3,Champions
14715,2011-11-15 12:10:00,4,867.3800000000001,25,3,3,3,Champions
14185,2011-01-12 13:52:00,1,197.65,331,1,1,1,Lost
12437,2011-12-08 11:35:00,18,4951.409999999997,2,4,4,4,Champions
14040,2011-10-30 12:42:00,12,3614.9199999999996,41,3,4,4,Champions
12652,2011-01-12 15:00:00,1,919.9799999999998,331,1,1,3,Lost
14514,2011-10-09 16:05:00,3,1055.35,61,2,3,3,Loyal Customers
15171,2011-01-12 15:36:00,1,1289.5,331,1,1,3,Lost
14167,2011-10-31 14:29:00,4,574.8399999999999,39,3,3,2,Loyal Customers
17389,2011-12-09 09:38:00,34,31833.680000000015,1,4,4,4,Champions
17048,2011-08-14 11:49:00,3,925.3499999999999,118,2,3,3,Loyal Customers
17364,2011-12-09 09:00:00,11,4481.179999999996,1,4,4,4,Champions
13284,2011-01-13 09:23:00,1,201.19,331,1,1,1,Lost
16500,2011-12-05 12:04:00,6,400.86,5,4,4,2,Loyal Customers
12951,2011-12-01 12:14:00,6,1064.0700000000004,9,4,4,3,Champions
15835,2011-10-26 15:47:00,4,954.0899999999996,44,3,3,3,Champions
18190,2011-05-31 14:48:00,2,284.46,192,1,2,1,Lost
13993,2011-10-28 09:06:00,9,3466.36,43,3,4,4,Champions
14114,2011-03-11 09:42:00,2,386.53,274,1,2,2,Lost
15447,2011-01-13 11:26:00,1,155.17,331,1,1,1,Lost
16315,2011-01-13 11:57:00,1,226.37,331,1,1,1,Lost
14978,2011-09-28 13:07:00,5,1931.4200000000028,72,2,4,4,Loyal Customers
16395,2011-10-10 12:50:00,5,1486.9000000000003,61,2,4,3,Loyal Customers
15510,2011-01-13 12:10:00,1,250.0,331,1,1,1,Lost
13614,2011-11-15 14:47:00,4,1610.460000000001,24,3,3,3,Champions
13246,2011-11-21 16:50:00,6,1987.3000000000009,18,4,4,4,Champions
15687,2011-12-01 08:33:00,9,2993.099999999999,9,4,4,4,Champions
12578,2011-11-18 13:30:00,2,2794.5099999999993,21,3,2,4,New / Promising
16493,2011-09-21 11:10:00,4,1351.6300000000003,80,2,3,3,Loyal Customers
12490,2011-12-04 16:07:00,10,5417.9299999999985,5,4,4,4,Champions
12672,2011-01-14 09:20:00,1,225.9,330,1,1,1,Lost
13385,2011-01-14 09:52:00,1,534.5700000000002,330,1,1,2,Lost
12474,2011-11-22 14:39:00,18,7375.789999999998,17,4,4,4,Champions
15626,2011-09-26 10:03:00,2,675.8000000000001,75,2,2,3,Needs Attention
12553,2011-12-01 16:38:00,10,3692.280000000001,8,4,4,4,Champions
15213,2011-01-25 12:21:00,2,328.34999999999997,319,1,2,2,Lost
14175,2011-10-11 11:55:00,3,3222.3000000000006,60,2,3,4,Loyal Customers
18106,2011-01-14 12:23:00,1,430.6999999999999,330,1,1,2,Lost
15033,2011-12-05 12:40:00,10,2586.670000000001,5,4,4,4,Champions
14329,2011-11-22 15:50:00,7,5014.840000000004,17,4,4,4,Champions
16401,2011-12-08 18:15:00,12,4098.319999999999,1,4,4,4,Champions
16206,2011-10-16 10:41:00,4,537.06,55,2,3,2,Loyal Customers
13782,2011-11-27 11:54:00,6,911.9999999999992,13,4,4,3,Champions
12924,2011-09-12 13:55:00,4,933.7000000000003,88,2,3,3,Loyal Customers
16593,2011-10-20 12:41:00,3,330.0299999999999,51,3,3,2,Loyal Customers
15535,2011-06-19 16:02:00,4,536.3999999999999,173,1,3,2,At Risk
13700,2011-11-13 13:00:00,10,2265.119999999999,26,3,4,4,Champions
13064,2011-11-27 12:31:00,4,1119.4900000000005,13,4,3,3,Champions
13048,2011-11-25 13:23:00,4,1835.9099999999994,14,4,3,4,Champions
13634,2011-11-06 13:40:00,5,1575.1600000000003,33,3,4,3,Champions
18069,2011-11-13 16:03:00,5,2036.6700000000003,26,3,4,4,Champions
16843,2011-10-28 09:06:00,16,10196.570000000007,43,3,4,4,Champions
17064,2011-10-12 10:18:00,3,859.3500000000003,59,2,3,3,Loyal Customers
17609,2011-10-30 12:28:00,5,1112.2200000000005,41,3,4,3,Champions
15673,2011-09-12 16:12:00,4,2881.0200000000013,88,2,3,4,Loyal Customers
12626,2011-11-16 16:06:00,9,6620.479999999998,23,3,4,4,Champions
14976,2011-10-13 16:37:00,7,790.8599999999997,57,2,4,3,Loyal Customers
12388,2011-11-24 12:30:00,6,2780.6600000000003,16,4,4,4,Champions
13527,2011-11-06 12:04:00,7,2287.5100000000007,34,3,4,4,Champions
15696,2011-11-06 14:02:00,8,2736.4600000000005,33,3,4,4,Champions
15316,2011-01-17 11:34:00,1,165.0,327,1,1,1,Lost
12673,2011-12-04 13:55:00,2,610.52,5,4,2,2,New / Promising
15296,2011-10-20 11:47:00,6,3672.86,51,3,4,4,Champions
17988,2011-11-28 11:00:00,7,201.11999999999998,12,4,4,1,Loyal Customers
12820,2011-12-06 15:12:00,4,942.3399999999999,3,4,3,3,Champions
13001,2011-12-05 14:51:00,13,9818.820000000012,4,4,4,4,Champions
14101,2011-09-27 12:28:00,6,5976.79,74,2,4,4,Loyal Customers
14238,2011-01-17 14:40:00,1,146.85,326,1,1,1,Lost
17730,2011-12-06 15:43:00,13,5298.479999999997,3,4,4,4,Champions
13929,2011-06-23 15:26:00,2,842.6500000000001,169,1,2,3,Lost
14657,2011-11-22 12:47:00,4,848.22,18,4,3,3,Champions
13859,2011-01-17 16:14:00,1,201.16,326,1,1,1,Lost
18212,2011-01-17 16:14:00,1,248.41999999999993,326,1,1,1,Lost
18233,2011-01-18 08:44:00,1,440.0,326,1,1,2,Lost
17018,2011-10-30 11:42:00,2,920.0999999999998,41,3,2,3,New / Promising
14242,2011-04-19 11:46:00,2,280.55,235,1,2,1,Lost
12356,2011-11-17 08:40:00,3,2811.4300000000007,23,3,3,4,Champions
12346,2011-01-18 10:01:00,1,77183.6,326,1,1,4,Lost
13898,2011-01-18 10:28:00,1,155.93,326,1,1,1,Lost
16948,2011-07-24 12:46:00,3,435.02,139,2,3,2,Loyal Customers
16997,2011-02-24 17:28:00,3,702.0,288,1,3,3,At Risk
12527,2011-09-19 11:55:00,3,348.71000000000004,82,2,3,2,Loyal Customers
15395,2011-01-18 12:40:00,1,107.45000000000002,326,1,1,1,Lost
12510,2011-07-20 10:15:00,2,982.57,143,1,2,3,Lost
13263,2011-12-08 13:59:00,35,7454.069999999956,1,4,4,4,Champions
14428,2011-12-02 13:17:00,5,1244.8300000000004,7,4,4,3,Champions
12665,2011-01-19 08:34:00,1,63.0,325,1,1,1,Lost
12451,2011-11-29 08:40:00,5,9035.519999999999,11,4,4,4,Champions
12422,2011-09-05 09:48:00,3,803.5599999999998,96,2,3,3,Loyal Customers
17708,2011-06-05 10:12:00,2,267.08000000000004,188,1,2,1,Lost
14090,2011-01-19 10:51:00,1,76.32000000000001,325,1,1,1,Lost
15606,2011-10-09 15:47:00,9,2920.1600000000003,61,2,4,4,Loyal Customers
13310,2011-11-11 17:23:00,3,1132.0300000000002,28,3,3,3,Champions
15831,2011-10-12 13:14:00,3,801.7599999999999,58,2,3,3,Loyal Customers
14916,2011-09-30 09:20:00,4,1268.9799999999998,71,2,3,3,Loyal Customers
17602,2011-12-07 13:53:00,6,5102.969999999997,2,4,4,4,Champions
14572,2011-12-06 14:40:00,7,2832.840000000001,3,4,4,4,Champions
13502,2011-11-23 10:39:00,3,292.0,17,4,3,1,Loyal Customers
14784,2011-11-13 13:30:00,2,289.99,26,3,2,1,New / Promising
15938,2011-08-19 12:56:00,5,404.58,112,2,4,2,Loyal Customers
12637,2011-10-03 13:46:00,8,6021.900000000001,67,2,4,4,Loyal Customers
17418,2011-10-28 13:00:00,2,463.4600000000001,42,3,2,2,New / Promising
14779,2011-03-04 12:42:00,3,386.1499999999999,281,1,3,2,At Risk
16321,2011-09-28 14:55:00,5,373.65,72,2,4,2,Loyal Customers
15262,2011-01-20 12:16:00,1,178.95000000000002,324,1,1,1,Lost
17862,2011-01-20 12:23:00,1,330.9,324,1,1,2,Lost
12402,2011-01-20 13:49:00,1,225.6,323,1,1,1,Lost
17771,2011-10-14 11:43:00,2,245.81,57,2,2,1,Needs Attention
15422,2011-01-20 16:17:00,2,97.7,323,1,2,1,Lost
13008,2011-01-20 14:24:00,1,229.47000000000003,323,1,1,1,Lost
14770,2011-04-21 14:21:00,2,876.4199999999997,232,1,2,3,Lost
16912,2011-11-11 12:18:00,11,2575.380000000001,29,3,4,4,Champions
15174,2011-01-21 09:06:00,1,135.75,323,1,1,1,Lost
12594,2011-11-02 12:20:00,10,3338.2199999999984,38,3,4,4,Champions
17504,2011-05-17 12:59:00,9,2997.0300000000007,206,1,4,4,At Risk
16387,2011-01-21 11:34:00,1,94.36,323,1,1,1,Lost
12664,2011-12-01 17:07:00,9,4881.879999999999,8,4,4,4,Champions
16618,2011-11-08 13:52:00,5,2647.5900000000015,31,3,4,4,Champions
17277,2011-04-26 12:47:00,2,1065.3500000000001,228,1,2,3,Lost
14088,2011-11-29 16:16:00,13,50491.81,10,4,4,4,Champions
17094,2011-01-21 13:09:00,1,301.99999999999994,322,1,1,1,Lost
14692,2011-07-25 15:08:00,4,591.5500000000001,137,2,3,2,Loyal Customers
12970,2011-12-02 14:30:00,4,452.23999999999995,7,4,3,2,Loyal Customers
17889,2011-05-11 16:26:00,2,203.87,212,1,2,1,Lost
17714,2011-01-23 10:32:00,1,153.0,321,1,1,1,Lost
12916,2011-07-24 10:35:00,4,3006.1500000000005,139,2,3,4,Loyal Customers
17769,2011-11-27 11:18:00,10,3997.979999999999,13,4,4,4,Champions
14450,2011-06-12 10:46:00,3,483.25,181,1,3,2,At Risk
16085,2011-11-16 13:24:00,5,981.5099999999999,23,3,4,3,Champions
13659,2011-05-18 12:37:00,2,1573.2000000000007,206,1,2,3,Lost
15167,2011-01-23 12:41:00,1,162.99999999999997,321,1,1,1,Lost
15443,2011-12-08 10:40:00,7,3236.909999999999,2,4,4,4,Champions
14224,2011-08-21 13:24:00,4,1050.1200000000001,110,2,3,3,Loyal Customers
13742,2011-11-23 11:07:00,12,3131.020000000001,17,4,4,4,Champions
17673,2011-12-08 12:50:00,6,1629.1200000000017,2,4,4,3,Champions
12727,2011-11-29 11:46:00,7,3980.7000000000003,11,4,4,4,Champions
14068,2011-01-23 16:02:00,1,265.85,320,1,1,1,Lost
13068,2011-11-29 15:00:00,2,344.0,10,4,2,2,New / Promising
14368,2011-01-24 09:52:00,1,155.00000000000003,320,1,1,1,Lost
15497,2011-11-22 11:51:00,2,1262.2,18,4,2,3,New / Promising
12559,2011-02-02 09:49:00,2,561.7099999999999,311,1,2,2,Lost
13819,2011-02-11 10:38:00,3,1140.35,302,1,3,3,At Risk
14501,2011-06-09 12:02:00,2,251.20999999999998,184,1,2,1,Lost
14782,2011-01-24 11:12:00,1,200.10000000000002,320,1,1,1,Lost
17861,2011-12-06 16:21:00,8,2100.8,3,4,4,4,Champions
14439,2011-01-24 11:39:00,1,2661.24,320,1,1,4,Lost
18161,2011-11-24 16:40:00,5,1618.6899999999998,15,4,4,3,Champions
15820,2011-01-24 12:00:00,1,206.98000000000002,320,1,1,1,Lost
18136,2011-10-07 15:40:00,3,784.3299999999998,63,2,3,3,Loyal Customers
